"Column 0: 8.3252, Column 1: 41.0, Column 2: 6.984126984126984, Column 3: 1.0238095238095237, Column 4: 322.0, Column 5: 2.5555555555555554, Column 6: 37.88, Column 7: -122.23, Column 8: 4.526 "
"Column 0: 4.2656, Column 1: 22.0, Column 2: 6.6970740103270225, Column 3: 1.1308089500860585, Column 4: 1727.0, Column 5: 2.972461273666093, Column 6: 34.4, Column 7: -119.29, Column 8: 2.414 "
"Column 0: 4.69, Column 1: 35.0, Column 2: 5.227504244482173, Column 3: 0.9830220713073005, Column 4: 1807.0, Column 5: 3.067911714770798, Column 6: 34.39, Column 7: -119.3, Column 8: 1.993 "
"Column 0: 3.2917, Column 1: 28.0, Column 2: 4.512345679012346, Column 3: 0.9567901234567902, Column 4: 285.0, Column 5: 1.7592592592592593, Column 6: 34.29, Column 7: -119.17, Column 8: 2.25 "
"Column 0: 5.2953, Column 1: 18.0, Column 2: 5.7823529411764705, Column 3: 1.0647058823529412, Column 4: 1896.0, Column 5: 2.788235294117647, Column 6: 34.29, Column 7: -119.17, Column 8: 2.794 "
"Column 0: 5.2681, Column 1: 21.0, Column 2: 5.7555555555555555, Column 3: 0.8444444444444444, Column 4: 142.0, Column 5: 3.1555555555555554, Column 6: 34.31, Column 7: -119.17, Column 8: 5.00001 "
"Column 0: 2.98, Column 1: 21.0, Column 2: 4.900990099009901, Column 3: 0.994059405940594, Column 4: 1269.0, Column 5: 2.512871287128713, Column 6: 34.3, Column 7: -119.15, Column 8: 2.592 "
"Column 0: 4.8583, Column 1: 28.0, Column 2: 5.983333333333333, Column 3: 0.9703703703703703, Column 4: 1665.0, Column 5: 3.0833333333333335, Column 6: 34.28, Column 7: -119.19, Column 8: 2.242 "
"Column 0: 5.6885, Column 1: 17.0, Column 2: 6.909923664122138, Column 3: 1.0946564885496184, Column 4: 2088.0, Column 5: 3.187786259541985, Column 6: 34.28, Column 7: -119.18, Column 8: 2.682 "
"Column 0: 6.311, Column 1: 25.0, Column 2: 6.657575757575757, Column 3: 0.9696969696969697, Column 4: 934.0, Column 5: 2.83030303030303, Column 6: 34.3, Column 7: -119.19, Column 8: 2.832 "
"Column 0: 2.9821, Column 1: 29.0, Column 2: 4.827160493827161, Column 3: 1.037037037037037, Column 4: 1815.0, Column 5: 2.800925925925926, Column 6: 34.34, Column 7: -119.22, Column 8: 1.757 "
"Column 0: 4.8472, Column 1: 19.0, Column 2: 7.309255079006772, Column 3: 1.419864559819413, Column 4: 1195.0, Column 5: 2.6975169300225734, Column 6: 34.32, Column 7: -119.39, Column 8: 5.00001 "
"Column 0: 2.475, Column 1: 16.0, Column 2: 3.466666666666667, Column 3: 1.0666666666666667, Column 4: 51.0, Column 5: 3.4, Column 6: 34.35, Column 7: -119.32, Column 8: 2.25 "
"Column 0: 3.1618, Column 1: 17.0, Column 2: 5.166979362101313, Column 3: 1.0825515947467168, Column 4: 1349.0, Column 5: 2.530956848030019, Column 6: 34.29, Column 7: -119.14, Column 8: 1.542 "
"Column 0: 4.0, Column 1: 30.0, Column 2: 3.6875, Column 3: 0.875, Column 4: 400.0, Column 5: 3.5714285714285716, Column 6: 34.28, Column 7: -119.16, Column 8: 2.192 "
"Column 0: 4.763, Column 1: 11.0, Column 2: 5.184824902723736, Column 3: 1.027237354085603, Column 4: 2801.0, Column 5: 2.7247081712062258, Column 6: 34.28, Column 7: -119.16, Column 8: 2.327 "
"Column 0: 5.9181, Column 1: 24.0, Column 2: 5.7, Column 3: 1.034375, Column 4: 1049.0, Column 5: 3.278125, Column 6: 34.27, Column 7: -119.16, Column 8: 2.211 "
"Column 0: 2.25, Column 1: 31.0, Column 2: 3.5585585585585586, Column 3: 1.0855855855855856, Column 4: 1095.0, Column 5: 4.9324324324324325, Column 6: 34.28, Column 7: -119.14, Column 8: 0.75 "
"Column 0: 5.215, Column 1: 6.0, Column 2: 6.337912087912088, Column 3: 1.0604395604395604, Column 4: 910.0, Column 5: 2.5, Column 6: 34.27, Column 7: -119.18, Column 8: 2.795 "
"Column 0: 6.0661, Column 1: 24.0, Column 2: 6.329787234042553, Column 3: 0.9817629179331308, Column 4: 2194.0, Column 5: 3.3343465045592704, Column 6: 34.27, Column 7: -119.17, Column 8: 2.348 "
"Column 0: 4.0905, Column 1: 18.0, Column 2: 5.401213755900202, Column 3: 1.0377612946729602, Column 4: 3982.0, Column 5: 2.6850977747808495, Column 6: 34.27, Column 7: -119.17, Column 8: 2.365 "
"Column 0: 6.1885, Column 1: 10.0, Column 2: 6.631578947368421, Column 3: 0.9818511796733213, Column 4: 1638.0, Column 5: 2.972776769509982, Column 6: 34.26, Column 7: -119.17, Column 8: 2.673 "
"Column 0: 3.2158, Column 1: 11.0, Column 2: 4.781059063136456, Column 3: 0.9725050916496945, Column 4: 2065.0, Column 5: 2.1028513238289204, Column 6: 34.27, Column 7: -119.22, Column 8: 2.236 "
"Column 0: 2.375, Column 1: 31.0, Column 2: 2.5454545454545454, Column 3: 1.0, Column 4: 326.0, Column 5: 3.7045454545454546, Column 6: 34.26, Column 7: -119.21, Column 8: 0.55 "
"Column 0: 4.2448, Column 1: 10.0, Column 2: 4.823889739663094, Column 3: 1.1960183767228179, Column 4: 1582.0, Column 5: 2.4226646248085757, Column 6: 34.26, Column 7: -119.21, Column 8: 1.573 "
"Column 0: 3.4018, Column 1: 16.0, Column 2: 4.619217081850533, Column 3: 1.112099644128114, Column 4: 1403.0, Column 5: 2.49644128113879, Column 6: 34.26, Column 7: -119.22, Column 8: 1.452 "
"Column 0: 3.445, Column 1: 8.0, Column 2: 4.784123910939012, Column 3: 1.1355275895450145, Column 4: 3012.0, Column 5: 2.9157792836398837, Column 6: 34.27, Column 7: -119.2, Column 8: 2.034 "
"Column 0: 3.3452, Column 1: 23.0, Column 2: 5.573359073359073, Column 3: 1.0424710424710424, Column 4: 1508.0, Column 5: 2.911196911196911, Column 6: 34.26, Column 7: -119.21, Column 8: 2.176 "
"Column 0: 4.1845, Column 1: 13.0, Column 2: 4.957166392092257, Column 3: 0.9686985172981878, Column 4: 1439.0, Column 5: 2.370675453047776, Column 6: 34.26, Column 7: -119.2, Column 8: 1.995 "
"Column 0: 5.1752, Column 1: 16.0, Column 2: 6.04578313253012, Column 3: 1.027710843373494, Column 4: 2524.0, Column 5: 3.040963855421687, Column 6: 34.26, Column 7: -119.19, Column 8: 2.18 "
"Column 0: 5.5275, Column 1: 22.0, Column 2: 6.429752066115703, Column 3: 0.9889807162534435, Column 4: 1298.0, Column 5: 3.5757575757575757, Column 6: 34.26, Column 7: -119.18, Column 8: 2.289 "
"Column 0: 4.1667, Column 1: 12.0, Column 2: 6.628571428571429, Column 3: 1.0571428571428572, Column 4: 79.0, Column 5: 2.257142857142857, Column 6: 34.25, Column 7: -119.19, Column 8: 2.146 "
"Column 0: 4.9079, Column 1: 26.0, Column 2: 6.153452685421995, Column 3: 1.051150895140665, Column 4: 1313.0, Column 5: 3.3580562659846547, Column 6: 34.26, Column 7: -119.21, Column 8: 2.341 "
"Column 0: 5.4087, Column 1: 25.0, Column 2: 5.843501326259947, Column 3: 0.9734748010610079, Column 4: 1194.0, Column 5: 3.1671087533156497, Column 6: 34.26, Column 7: -119.2, Column 8: 2.232 "
"Column 0: 3.8162, Column 1: 18.0, Column 2: 5.2247557003257326, Column 3: 1.0472312703583062, Column 4: 1973.0, Column 5: 3.2133550488599347, Column 6: 34.25, Column 7: -119.2, Column 8: 2.35 "
"Column 0: 3.8889, Column 1: 25.0, Column 2: 4.534883720930233, Column 3: 1.372093023255814, Column 4: 140.0, Column 5: 3.255813953488372, Column 6: 34.25, Column 7: -119.2, Column 8: 1.875 "
"Column 0: 3.4006, Column 1: 22.0, Column 2: 4.733466933867735, Column 3: 1.2044088176352705, Column 4: 1127.0, Column 5: 2.258517034068136, Column 6: 34.28, Column 7: -119.2, Column 8: 2.194 "
"Column 0: 5.0679, Column 1: 30.0, Column 2: 6.18849840255591, Column 3: 0.9424920127795527, Column 4: 695.0, Column 5: 2.220447284345048, Column 6: 34.27, Column 7: -119.22, Column 8: 2.343 "
"Column 0: 4.2381, Column 1: 22.0, Column 2: 5.777777777777778, Column 3: 1.0049019607843137, Column 4: 1650.0, Column 5: 2.696078431372549, Column 6: 34.27, Column 7: -119.23, Column 8: 2.293 "
"Column 0: 6.729, Column 1: 22.0, Column 2: 7.488095238095238, Column 3: 1.0297619047619047, Column 4: 2855.0, Column 5: 2.8323412698412698, Column 6: 34.31, Column 7: -119.21, Column 8: 4.093 "
"Column 0: 5.7601, Column 1: 27.0, Column 2: 7.044444444444444, Column 3: 0.9904761904761905, Column 4: 937.0, Column 5: 2.9746031746031747, Column 6: 34.28, Column 7: -119.21, Column 8: 2.811 "
"Column 0: 6.9483, Column 1: 18.0, Column 2: 7.167364016736402, Column 3: 1.0209205020920502, Column 4: 690.0, Column 5: 2.8870292887029287, Column 6: 34.3, Column 7: -119.23, Column 8: 4.043 "
"Column 0: 5.5048, Column 1: 24.0, Column 2: 7.018121911037891, Column 3: 1.1383855024711698, Column 4: 1581.0, Column 5: 2.6046128500823724, Column 6: 34.28, Column 7: -119.23, Column 8: 3.036 "
"Column 0: 5.533, Column 1: 24.0, Column 2: 6.682779456193353, Column 3: 1.0030211480362539, Column 4: 899.0, Column 5: 2.716012084592145, Column 6: 34.28, Column 7: -119.22, Column 8: 2.997 "
"Column 0: 4.7333, Column 1: 33.0, Column 2: 6.796143250688705, Column 3: 1.0385674931129476, Column 4: 1052.0, Column 5: 2.8980716253443526, Column 6: 34.28, Column 7: -119.22, Column 8: 2.575 "
"Column 0: 3.5819, Column 1: 36.0, Column 2: 4.826498422712934, Column 3: 1.0757097791798107, Column 4: 703.0, Column 5: 2.217665615141956, Column 6: 34.28, Column 7: -119.25, Column 8: 2.319 "
"Column 0: 3.0799, Column 1: 41.0, Column 2: 5.21626617375231, Column 3: 1.0425138632162663, Column 4: 1288.0, Column 5: 2.3807763401109057, Column 6: 34.28, Column 7: -119.26, Column 8: 2.541 "
"Column 0: 4.8824, Column 1: 34.0, Column 2: 5.857142857142857, Column 3: 1.083743842364532, Column 4: 445.0, Column 5: 2.1921182266009853, Column 6: 34.3, Column 7: -119.25, Column 8: 3.964 "
"Column 0: 5.2261, Column 1: 36.0, Column 2: 6.065217391304348, Column 3: 1.013586956521739, Column 4: 951.0, Column 5: 2.5842391304347827, Column 6: 34.28, Column 7: -119.25, Column 8: 3.032 "
"Column 0: 4.4038, Column 1: 41.0, Column 2: 5.079365079365079, Column 3: 0.9523809523809523, Column 4: 608.0, Column 5: 2.4126984126984126, Column 6: 34.28, Column 7: -119.24, Column 8: 2.291 "
"Column 0: 4.8977, Column 1: 41.0, Column 2: 5.957792207792208, Column 3: 1.0097402597402598, Column 4: 683.0, Column 5: 2.2175324675324677, Column 6: 34.28, Column 7: -119.26, Column 8: 3.582 "
"Column 0: 4.125, Column 1: 52.0, Column 2: 5.6397984886649875, Column 3: 1.057934508816121, Column 4: 941.0, Column 5: 2.370277078085642, Column 6: 34.28, Column 7: -119.27, Column 8: 3.49 "
"Column 0: 5.3254, Column 1: 32.0, Column 2: 5.786259541984733, Column 3: 1.0330788804071247, Column 4: 982.0, Column 5: 2.4987277353689565, Column 6: 34.29, Column 7: -119.27, Column 8: 3.852 "
"Column 0: 3.5294, Column 1: 33.0, Column 2: 4.31096196868009, Column 3: 1.0984340044742729, Column 4: 1835.0, Column 5: 2.052572706935123, Column 6: 34.29, Column 7: -119.29, Column 8: 3.239 "
"Column 0: 3.5385, Column 1: 24.0, Column 2: 4.705483672211953, Column 3: 1.0505237215033887, Column 4: 4647.0, Column 5: 2.8632162661737524, Column 6: 34.3, Column 7: -119.29, Column 8: 1.868 "
"Column 0: 2.6333, Column 1: 41.0, Column 2: 3.7242268041237114, Column 3: 1.056701030927835, Column 4: 1052.0, Column 5: 2.711340206185567, Column 6: 34.29, Column 7: -119.3, Column 8: 1.708 "
"Column 0: 2.3669, Column 1: 50.0, Column 2: 3.994891443167305, Column 3: 1.053639846743295, Column 4: 2535.0, Column 5: 3.2375478927203063, Column 6: 34.29, Column 7: -119.3, Column 8: 1.653 "
"Column 0: 1.9286, Column 1: 26.0, Column 2: 4.212643678160919, Column 3: 1.071264367816092, Column 4: 2775.0, Column 5: 3.189655172413793, Column 6: 34.29, Column 7: -119.3, Column 8: 1.605 "
"Column 0: 3.9063, Column 1: 25.0, Column 2: 5.079069767441861, Column 3: 0.8837209302325582, Column 4: 702.0, Column 5: 3.2651162790697676, Column 6: 34.31, Column 7: -119.29, Column 8: 1.927 "
"Column 0: 2.3147, Column 1: 38.0, Column 2: 3.2213225371120107, Column 3: 1.00944669365722, Column 4: 1537.0, Column 5: 2.0742240215924426, Column 6: 34.28, Column 7: -119.29, Column 8: 1.925 "
"Column 0: 1.6007, Column 1: 17.0, Column 2: 3.6099290780141846, Column 3: 1.1891252955082743, Column 4: 688.0, Column 5: 1.6264775413711583, Column 6: 34.27, Column 7: -119.3, Column 8: 1.875 "
"Column 0: 3.6007, Column 1: 32.0, Column 2: 5.491666666666666, Column 3: 1.2733333333333334, Column 4: 1344.0, Column 5: 2.24, Column 6: 34.26, Column 7: -119.29, Column 8: 3.955 "
"Column 0: 4.1898, Column 1: 23.0, Column 2: 5.513097072419106, Column 3: 1.160246533127889, Column 4: 1455.0, Column 5: 2.24191063174114, Column 6: 34.26, Column 7: -119.27, Column 8: 3.591 "
"Column 0: 2.9018, Column 1: 22.0, Column 2: 4.753346080305928, Column 3: 1.1625239005736139, Column 4: 709.0, Column 5: 1.355640535372849, Column 6: 34.23, Column 7: -119.29, Column 8: 2.75 "
"Column 0: 6.194, Column 1: 27.0, Column 2: 6.813218390804598, Column 3: 1.1135057471264367, Column 4: 1682.0, Column 5: 2.4166666666666665, Column 6: 34.24, Column 7: -119.29, Column 8: 5.00001 "
"Column 0: 4.09, Column 1: 44.0, Column 2: 4.719424460431655, Column 3: 1.0035971223021583, Column 4: 668.0, Column 5: 2.402877697841727, Column 6: 34.27, Column 7: -119.27, Column 8: 2.038 "
"Column 0: 3.1757, Column 1: 50.0, Column 2: 4.5, Column 3: 1.0842105263157895, Column 4: 915.0, Column 5: 2.4078947368421053, Column 6: 34.28, Column 7: -119.27, Column 8: 2.063 "
"Column 0: 2.375, Column 1: 52.0, Column 2: 4.289719626168225, Column 3: 1.0467289719626167, Column 4: 276.0, Column 5: 2.5794392523364484, Column 6: 34.27, Column 7: -119.27, Column 8: 1.984 "
"Column 0: 3.5893, Column 1: 52.0, Column 2: 4.7074626865671645, Column 3: 1.0238805970149254, Column 4: 836.0, Column 5: 2.4955223880597015, Column 6: 34.27, Column 7: -119.27, Column 8: 2.066 "
"Column 0: 4.6667, Column 1: 43.0, Column 2: 4.741176470588235, Column 3: 0.9058823529411765, Column 4: 156.0, Column 5: 1.8352941176470587, Column 6: 34.27, Column 7: -119.28, Column 8: 3.846 "
"Column 0: 3.0089, Column 1: 44.0, Column 2: 4.738255033557047, Column 3: 1.1812080536912752, Column 4: 399.0, Column 5: 2.6778523489932886, Column 6: 34.27, Column 7: -119.28, Column 8: 1.667 "
"Column 0: 3.5, Column 1: 46.0, Column 2: 4.748251748251748, Column 3: 1.1118881118881119, Column 4: 382.0, Column 5: 2.6713286713286712, Column 6: 34.27, Column 7: -119.25, Column 8: 2.212 "
"Column 0: 3.2792, Column 1: 32.0, Column 2: 4.657894736842105, Column 3: 1.0160183066361557, Column 4: 1900.0, Column 5: 2.1739130434782608, Column 6: 34.27, Column 7: -119.24, Column 8: 2.205 "
"Column 0: 3.8125, Column 1: 29.0, Column 2: 4.638537271448664, Column 3: 1.130801687763713, Column 4: 1509.0, Column 5: 2.1223628691983123, Column 6: 34.27, Column 7: -119.23, Column 8: 2.445 "
"Column 0: 2.67, Column 1: 30.0, Column 2: 3.9306666666666668, Column 3: 1.1026666666666667, Column 4: 1635.0, Column 5: 2.18, Column 6: 34.26, Column 7: -119.25, Column 8: 2.149 "
"Column 0: 4.7727, Column 1: 35.0, Column 2: 6.0, Column 3: 0.9644549763033176, Column 4: 1338.0, Column 5: 3.170616113744076, Column 6: 34.27, Column 7: -119.25, Column 8: 2.19 "
"Column 0: 3.7337, Column 1: 36.0, Column 2: 4.798053527980535, Column 3: 0.9294403892944039, Column 4: 1029.0, Column 5: 2.5036496350364965, Column 6: 34.27, Column 7: -119.26, Column 8: 2.09 "
"Column 0: 3.6413, Column 1: 40.0, Column 2: 4.604735883424408, Column 3: 1.041894353369763, Column 4: 1318.0, Column 5: 2.400728597449909, Column 6: 34.27, Column 7: -119.26, Column 8: 2.127 "
"Column 0: 4.0069, Column 1: 42.0, Column 2: 4.5, Column 3: 1.0, Column 4: 394.0, Column 5: 1.9313725490196079, Column 6: 34.27, Column 7: -119.26, Column 8: 2.143 "
"Column 0: 8.0, Column 1: 28.0, Column 2: 2.888888888888889, Column 3: 0.3333333333333333, Column 4: 29.0, Column 5: 3.2222222222222223, Column 6: 34.25, Column 7: -119.23, Column 8: 2.75 "
"Column 0: 5.6756, Column 1: 12.0, Column 2: 6.752998667258996, Column 3: 1.0741892492225678, Column 4: 7132.0, Column 5: 3.1683696135051087, Column 6: 34.21, Column 7: -119.25, Column 8: 3.018 "
"Column 0: 3.2847, Column 1: 17.0, Column 2: 3.381720430107527, Column 3: 1.1881720430107527, Column 4: 514.0, Column 5: 2.763440860215054, Column 6: 34.24, Column 7: -119.18, Column 8: 1.125 "
"Column 0: 3.375, Column 1: 16.0, Column 2: 4.576961271102284, Column 3: 1.211519364448858, Column 4: 2147.0, Column 5: 2.1320754716981134, Column 6: 34.23, Column 7: -119.18, Column 8: 2.188 "
"Column 0: 3.125, Column 1: 26.0, Column 2: 4.096774193548387, Column 3: 0.9496774193548387, Column 4: 2460.0, Column 5: 3.174193548387097, Column 6: 34.22, Column 7: -119.19, Column 8: 2.199 "
"Column 0: 4.5, Column 1: 17.0, Column 2: 5.2625169147496615, Column 3: 1.0121786197564275, Column 4: 2415.0, Column 5: 3.2679296346414075, Column 6: 34.23, Column 7: -119.19, Column 8: 2.343 "
"Column 0: 3.9063, Column 1: 15.0, Column 2: 4.74306269270298, Column 3: 1.0359712230215827, Column 4: 2549.0, Column 5: 2.6197327852004113, Column 6: 34.22, Column 7: -119.18, Column 8: 1.987 "
"Column 0: 4.1949, Column 1: 29.0, Column 2: 5.30126582278481, Column 3: 1.0329113924050632, Column 4: 2783.0, Column 5: 3.5227848101265824, Column 6: 34.22, Column 7: -119.17, Column 8: 1.971 "
"Column 0: 3.1103, Column 1: 33.0, Column 2: 3.8198529411764706, Column 3: 0.9411764705882353, Column 4: 1432.0, Column 5: 5.264705882352941, Column 6: 34.21, Column 7: -119.17, Column 8: 1.435 "
"Column 0: 1.9704, Column 1: 35.0, Column 2: 3.504012841091493, Column 3: 1.0208667736757624, Column 4: 3504.0, Column 5: 5.624398073836276, Column 6: 34.2, Column 7: -119.16, Column 8: 1.603 "
"Column 0: 3.015, Column 1: 36.0, Column 2: 4.088709677419355, Column 3: 1.0544354838709677, Column 4: 2751.0, Column 5: 5.546370967741935, Column 6: 34.2, Column 7: -119.17, Column 8: 1.493 "
"Column 0: 2.3077, Column 1: 40.0, Column 2: 3.103151862464183, Column 3: 0.9140401146131805, Column 4: 1843.0, Column 5: 5.28080229226361, Column 6: 34.2, Column 7: -119.17, Column 8: 1.069 "
"Column 0: 3.8625, Column 1: 30.0, Column 2: 4.786026200873362, Column 3: 1.0087336244541485, Column 4: 741.0, Column 5: 3.2358078602620086, Column 6: 34.21, Column 7: -119.18, Column 8: 2.347 "
"Column 0: 4.3897, Column 1: 29.0, Column 2: 6.271739130434782, Column 3: 1.0559006211180124, Column 4: 1677.0, Column 5: 2.6040372670807455, Column 6: 34.21, Column 7: -119.18, Column 8: 2.576 "
"Column 0: 4.2227, Column 1: 28.0, Column 2: 4.899532710280374, Column 3: 0.947429906542056, Column 4: 2556.0, Column 5: 2.985981308411215, Column 6: 34.21, Column 7: -119.19, Column 8: 2.354 "
"Column 0: 2.9185, Column 1: 27.0, Column 2: 4.408878504672897, Column 3: 1.1378504672897196, Column 4: 1339.0, Column 5: 3.128504672897196, Column 6: 34.21, Column 7: -119.19, Column 8: 2.245 "
"Column 0: 2.1542, Column 1: 36.0, Column 2: 3.8597014925373134, Column 3: 0.9313432835820895, Column 4: 1128.0, Column 5: 3.3671641791044777, Column 6: 34.2, Column 7: -119.19, Column 8: 2.539 "
"Column 0: 3.8239, Column 1: 34.0, Column 2: 5.242703533026114, Column 3: 1.064516129032258, Column 4: 2223.0, Column 5: 3.414746543778802, Column 6: 34.21, Column 7: -119.19, Column 8: 2.082 "
"Column 0: 3.087, Column 1: 46.0, Column 2: 4.3965884861407245, Column 3: 1.0319829424307037, Column 4: 1522.0, Column 5: 3.2452025586353943, Column 6: 34.21, Column 7: -119.18, Column 8: 2.139 "
"Column 0: 3.3409, Column 1: 18.0, Column 2: 4.646983311938382, Column 3: 1.0937098844672657, Column 4: 3171.0, Column 5: 4.070603337612323, Column 6: 34.2, Column 7: -119.19, Column 8: 2.205 "
"Column 0: 1.6953, Column 1: 19.0, Column 2: 3.1404199475065617, Column 3: 0.9566929133858267, Column 4: 1938.0, Column 5: 2.543307086614173, Column 6: 34.19, Column 7: -119.18, Column 8: 1.674 "
"Column 0: 2.6964, Column 1: 21.0, Column 2: 4.660377358490566, Column 3: 1.1981132075471699, Column 4: 489.0, Column 5: 4.613207547169812, Column 6: 34.2, Column 7: -119.18, Column 8: 1.708 "
"Column 0: 1.5625, Column 1: 5.0, Column 2: 2.577181208053691, Column 3: 0.8791946308724832, Column 4: 410.0, Column 5: 2.751677852348993, Column 6: 34.19, Column 7: -119.18, Column 8: 0.875 "
"Column 0: 4.3693, Column 1: 15.0, Column 2: 7.194321766561514, Column 3: 1.3444794952681387, Column 4: 3327.0, Column 5: 2.0990536277602523, Column 6: 34.17, Column 7: -119.27, Column 8: 4.233 "
"Column 0: 6.4522, Column 1: 16.0, Column 2: 7.941529235382309, Column 3: 1.214392803598201, Column 4: 1489.0, Column 5: 2.232383808095952, Column 6: 34.19, Column 7: -119.23, Column 8: 5.00001 "
"Column 0: 3.6875, Column 1: 18.0, Column 2: 5.1, Column 3: 1.2314049586776858, Column 4: 2164.0, Column 5: 1.7884297520661157, Column 6: 34.17, Column 7: -119.23, Column 8: 5.00001 "
"Column 0: 3.748, Column 1: 18.0, Column 2: 6.213, Column 3: 1.188, Column 4: 2679.0, Column 5: 2.679, Column 6: 34.15, Column 7: -119.23, Column 8: 3.804 "
"Column 0: 4.7443, Column 1: 15.0, Column 2: 5.6251851851851855, Column 3: 1.0251851851851852, Column 4: 2216.0, Column 5: 3.282962962962963, Column 6: 34.19, Column 7: -119.21, Column 8: 2.295 "
"Column 0: 5.035, Column 1: 15.0, Column 2: 5.647887323943662, Column 3: 0.9949698189134809, Column 4: 2754.0, Column 5: 2.7706237424547284, Column 6: 34.19, Column 7: -119.21, Column 8: 2.429 "
"Column 0: 4.4292, Column 1: 17.0, Column 2: 4.950965824665676, Column 3: 1.1322436849925706, Column 4: 1797.0, Column 5: 2.6701337295690935, Column 6: 34.18, Column 7: -119.22, Column 8: 2.312 "
"Column 0: 5.0016, Column 1: 19.0, Column 2: 5.531431897555297, Column 3: 1.029685681024447, Column 4: 6370.0, Column 5: 3.7077997671711294, Column 6: 34.19, Column 7: -119.2, Column 8: 2.185 "
"Column 0: 4.2212, Column 1: 27.0, Column 2: 4.662162162162162, Column 3: 1.0315315315315314, Column 4: 782.0, Column 5: 3.5225225225225225, Column 6: 34.18, Column 7: -119.2, Column 8: 1.854 "
"Column 0: 3.2212, Column 1: 35.0, Column 2: 4.786372007366483, Column 3: 1.0165745856353592, Column 4: 2726.0, Column 5: 5.020257826887661, Column 6: 34.19, Column 7: -119.19, Column 8: 1.805 "
"Column 0: 4.6186, Column 1: 32.0, Column 2: 5.031390134529148, Column 3: 1.0119581464872944, Column 4: 2857.0, Column 5: 4.270553064275037, Column 6: 34.18, Column 7: -119.19, Column 8: 1.811 "
"Column 0: 2.8561, Column 1: 36.0, Column 2: 4.259189443920829, Column 3: 1.0188501413760602, Column 4: 4818.0, Column 5: 4.5409990574929315, Column 6: 34.19, Column 7: -119.18, Column 8: 1.791 "
"Column 0: 3.2196, Column 1: 31.0, Column 2: 4.293159609120521, Column 3: 1.0390879478827362, Column 4: 2695.0, Column 5: 4.3892508143322475, Column 6: 34.18, Column 7: -119.18, Column 8: 1.758 "
"Column 0: 2.9118, Column 1: 38.0, Column 2: 4.376358695652174, Column 3: 1.0638586956521738, Column 4: 2792.0, Column 5: 3.7934782608695654, Column 6: 34.18, Column 7: -119.17, Column 8: 1.724 "
"Column 0: 4.2137, Column 1: 34.0, Column 2: 4.917710196779964, Column 3: 0.964221824686941, Column 4: 2330.0, Column 5: 4.168157423971378, Column 6: 34.17, Column 7: -119.17, Column 8: 1.856 "
"Column 0: 3.5867, Column 1: 32.0, Column 2: 5.087662337662338, Column 3: 0.987012987012987, Column 4: 1482.0, Column 5: 4.811688311688312, Column 6: 34.17, Column 7: -119.17, Column 8: 1.821 "
"Column 0: 2.6667, Column 1: 42.0, Column 2: 4.162241887905605, Column 3: 0.8849557522123894, Column 4: 1295.0, Column 5: 3.8200589970501473, Column 6: 34.17, Column 7: -119.17, Column 8: 1.649 "
"Column 0: 4.0074, Column 1: 25.0, Column 2: 5.181818181818182, Column 3: 1.0422077922077921, Column 4: 1378.0, Column 5: 4.474025974025974, Column 6: 34.17, Column 7: -119.17, Column 8: 1.88 "
"Column 0: 3.6597, Column 1: 21.0, Column 2: 5.962121212121212, Column 3: 1.1717171717171717, Column 4: 1146.0, Column 5: 2.893939393939394, Column 6: 34.17, Column 7: -119.17, Column 8: 1.951 "
"Column 0: 3.2314, Column 1: 31.0, Column 2: 4.622222222222222, Column 3: 1.0716049382716049, Column 4: 1511.0, Column 5: 3.730864197530864, Column 6: 34.17, Column 7: -119.19, Column 8: 1.868 "
"Column 0: 4.2583, Column 1: 35.0, Column 2: 6.03954802259887, Column 3: 1.0833333333333333, Column 4: 3295.0, Column 5: 4.653954802259887, Column 6: 34.17, Column 7: -119.19, Column 8: 1.873 "
"Column 0: 3.9331, Column 1: 32.0, Column 2: 4.944099378881988, Column 3: 0.9668737060041408, Column 4: 1746.0, Column 5: 3.6149068322981366, Column 6: 34.17, Column 7: -119.18, Column 8: 1.876 "
"Column 0: 3.6546, Column 1: 30.0, Column 2: 5.250639386189258, Column 3: 0.9411764705882353, Column 4: 1496.0, Column 5: 3.8260869565217392, Column 6: 34.16, Column 7: -119.18, Column 8: 1.862 "
"Column 0: 4.4567, Column 1: 27.0, Column 2: 5.626288659793815, Column 3: 0.9381443298969072, Column 4: 1458.0, Column 5: 3.7577319587628866, Column 6: 34.17, Column 7: -119.19, Column 8: 1.911 "
"Column 0: 3.9722, Column 1: 34.0, Column 2: 6.027713625866051, Column 3: 1.0762124711316396, Column 4: 1543.0, Column 5: 3.5635103926097, Column 6: 34.16, Column 7: -119.19, Column 8: 1.89 "
"Column 0: 4.4187, Column 1: 35.0, Column 2: 5.348336594911937, Column 3: 0.9980430528375733, Column 4: 1814.0, Column 5: 3.5499021526418786, Column 6: 34.16, Column 7: -119.19, Column 8: 1.834 "
"Column 0: 2.725, Column 1: 32.0, Column 2: 5.992395437262357, Column 3: 1.1330798479087452, Column 4: 3490.0, Column 5: 6.634980988593156, Column 6: 34.15, Column 7: -119.22, Column 8: 4.5 "
"Column 0: 2.9832, Column 1: 22.0, Column 2: 4.718978102189781, Column 3: 1.0197080291970804, Column 4: 2694.0, Column 5: 1.9664233576642336, Column 6: 34.18, Column 7: -119.2, Column 8: 1.656 "
